distance x y z pitch roll
0.0618108 0.0699811 0.121574 0.0144357 -8.53229 3.3539
0.0617748 0.0697675 0.121946 0.0139018 -8.56305 3.6195
0.0617389 0.0695582 0.122317 0.0133778 -8.59284 3.87899
0.061702 0.0693524 0.122685 0.0128646 -8.62058 4.13195
0.0616634 0.0691495 0.123049 0.0123632 -8.64539 4.37751
0.0616229 0.0689485 0.123405 0.0118741 -8.66649 4.61482
0.0615799 0.0687489 0.123754 0.0113977 -8.68319 4.84317
0.0615341 0.06855 0.124093 0.0109347 -8.69491 5.062
0.0614849 0.0683512 0.124422 0.0104856 -8.70115 5.27081
0.0614319 0.068152 0.124739 0.0100508 -8.70148 5.46922
0.0613746 0.067952 0.125043 0.00963108 -8.69554 5.65692
0.0613135 0.0677515 0.125334 0.0092274 -8.68049 5.83248
0.0612477 0.06755 0.125613 0.00883969 -8.65667 5.99715
0.0611764 0.0673471 0.125878 0.00846799 -8.62428 6.15163
0.0610991 0.0671425 0.126128 0.00811245 -8.58347 6.29651
0.061015 0.0669363 0.126366 0.00777375 -8.5343 6.43304
0.0609235 0.0667286 0.126589 0.00745275 -8.47677 6.56202
0.0608241 0.0665196 0.1268 0.0071504 -8.41085 6.68404
0.0607161 0.0663095 0.126999 0.00686777 -8.33651 6.79965
0.0605989 0.0660986 0.127186 0.00660606 -8.25366 6.9094
0.0604721 0.0658868 0.127361 0.00636567 -8.16225 7.01241
0.0603354 0.0656731 0.127529 0.00614237 -8.05987 7.10997
0.0601912 0.0654629 0.127681 0.00594589 -7.94928 7.20365
0.0600367 0.0652513 0.127826 0.00576786 -7.82797 7.29166
0.0598742 0.0650437 0.127957 0.00561788 -7.69836 7.3768
0.0597017 0.064834 0.128081 0.00548593 -7.55818 7.45564
0.0595243 0.0646256 0.128189 0.00537579 -7.41021 7.52721
0.0593372 0.0644125 0.128287 0.0052802 -7.25215 7.59178
0.0591433 0.0641972 0.128371 0.00519923 -7.08319 7.65109
0.0589451 0.0639829 0.128434 0.00513926 -6.90677 7.70474
0.0587362 0.0637636 0.128483 0.00509712 -6.72354 7.74994
0.0585163 0.0635379 0.128521 0.00506936 -6.5315 7.78954
0.0582881 0.0633084 0.128544 0.00505616 -6.32971 7.82429
0.0580548 0.063079 0.128547 0.00506362 -6.1214 7.85383
0.0578097 0.0628437 0.128537 0.00508913 -5.90738 7.87496
0.0575524 0.0626008 0.128516 0.00512964 -5.6857 7.89051
0.0572854 0.0623528 0.128482 0.0051853 -5.45531 7.90121
0.0570193 0.0621077 0.128439 0.00526011 -5.22695 7.89998
0.0567387 0.0618555 0.128371 0.00535187 -4.98339 7.89724
0.0564444 0.0615946 0.128292 0.0054591 -4.73361 7.88845
0.0561392 0.0613276 0.128201 0.00558176 -4.47627 7.87478
0.0558271 0.0610589 0.128091 0.0057251 -4.2139 7.85611
0.0554997 0.0607804 0.127972 0.0058846 -3.94599 7.82971
0.0551602 0.0604948 0.127841 0.00606035 -3.67122 7.79815
0.0548127 0.0602066 0.127693 0.006257 -3.39175 7.76167
0.0544597 0.0599127 0.127553 0.00646705 -3.11839 7.70687
0.0540908 0.059611 0.127381 0.00669288 -2.82436 7.65703
0.0537126 0.0593058 0.127194 0.00693942 -2.5266 7.60164
0.0533169 0.0589889 0.126998 0.00720328 -2.22525 7.53801
0.0529069 0.0586629 0.126792 0.00748439 -1.91874 7.46886
0.052487 0.0583323 0.126572 0.00778639 -1.60856 7.39475
0.052048 0.0579886 0.126345 0.00810691 -1.29534 7.31201
0.0516056 0.0576423 0.12613 0.00844449 -0.990388 7.21321
0.0511477 0.057287 0.125878 0.00879551 -0.661924 7.11872
0.0506795 0.0569267 0.125612 0.00916697 -0.330874 7.01864
0.0501911 0.0565522 0.125339 0.00955722 0.00135392 6.90927
0.0496855 0.0561659 0.125058 0.00996596 0.336166 6.79371
0.049164 0.0557687 0.124769 0.0103932 0.674113 6.67195
0.0486401 0.0553708 0.124492 0.0108395 1.00213 6.53444
0.0481046 0.0549658 0.124176 0.0112982 1.35299 6.40108
0.0476064 0.0545719 0.12404 0.0116679 1.6098 6.29951
0.0471543 0.0541958 0.124119 0.011933 1.76782 6.24053
0.0467515 0.053838 0.124366 0.0121253 1.85461 6.18425
0.046358 0.0534921 0.124688 0.0122899 1.93024 6.15734
0.0459939 0.0531553 0.125105 0.0124217 1.97375 6.11844
0.0456489 0.0528325 0.125577 0.0125394 2.00815 6.08313
0.0453015 0.0525165 0.126063 0.0126548 2.05719 6.06579
0.0449689 0.0522037 0.126596 0.0127579 2.08969 6.035
0.0446467 0.0518993 0.127156 0.0128573 2.11949 6.00461
0.0443343 0.0516039 0.127732 0.0129524 2.15124 5.97537
0.0440213 0.0513133 0.128302 0.0130456 2.1962 5.95769
0.0437156 0.0510233 0.128897 0.0131327 2.22928 5.93098
0.0434161 0.0507383 0.129502 0.0132176 2.26021 5.90459
0.0431161 0.050457 0.130102 0.0133018 2.30005 5.8867
0.0428215 0.050176 0.130715 0.0133814 2.33102 5.8622
0.0425324 0.0498993 0.131333 0.0134588 2.36089 5.83828
0.0422499 0.0496281 0.131952 0.0135324 2.39219 5.81565
0.0419706 0.049362 0.132559 0.0136017 2.43092 5.79982
0.0416966 0.0490975 0.133173 0.0136659 2.46343 5.78067
0.0414287 0.0488377 0.133784 0.0137262 2.49534 5.76284
0.041168 0.0485838 0.13439 0.0137815 2.52852 5.7468
0.0409152 0.0483363 0.134989 0.0138307 2.5634 5.73289
0.040669 0.0480953 0.135576 0.013873 2.60334 5.72436
0.0404281 0.0478581 0.136158 0.0139107 2.64011 5.71607
0.0401943 0.0476265 0.136732 0.013943 2.67706 5.70963
0.0399685 0.0474016 0.137295 0.0139693 2.71552 5.70549
0.039751 0.0471837 0.137847 0.0139893 2.75608 5.70393
0.0395422 0.0469732 0.138386 0.0140028 2.7994 5.70489
0.0393427 0.0467696 0.138908 0.0140075 2.84732 5.70859
0.0391493 0.0465715 0.139418 0.0140081 2.89559 5.71428
0.0389627 0.04638 0.139908 0.0140055 2.94833 5.72131
0.0387826 0.0461951 0.140369 0.0140025 3.01042 5.72803
0.0386079 0.046016 0.14079 0.0140018 3.08798 5.73317
0.0384347 0.0458399 0.141174 0.0140053 3.17527 5.73731
0.0382624 0.0456664 0.141525 0.0140139 3.26977 5.74025
0.0380905 0.0454952 0.141844 0.0140279 3.3697 5.74178
0.0379189 0.0453261 0.142133 0.0140479 3.47382 5.74173
0.0377474 0.0451591 0.142393 0.0140742 3.58121 5.73991
0.0375759 0.0449942 0.142625 0.0141072 3.69122 5.73618
0.0374044 0.0448314 0.142832 0.0141471 3.80333 5.73035
0.0372332 0.0446711 0.143013 0.0141943 3.91714 5.72227
0.0370621 0.0445132 0.143169 0.014249 4.03233 5.71176
0.0368914 0.0443581 0.143302 0.0143117 4.14861 5.69865
0.0367211 0.0442058 0.143413 0.0143825 4.2657 5.68278
0.0365514 0.0440566 0.143502 0.0144618 4.38338 5.66396
0.0363825 0.0439107 0.14357 0.01455 4.50139 5.64204
0.0362143 0.0437682 0.143618 0.0146472 4.61949 5.61683
0.0360471 0.0436293 0.143646 0.0147538 4.73746 5.58818
0.0358808 0.0434942 0.143656 0.0148701 4.85505 5.55591
0.0357158 0.0433631 0.143648 0.0149964 4.97203 5.51985
0.0355519 0.0432361 0.143623 0.015133 5.08816 5.47986
0.0353974 0.0431149 0.143613 0.0152582 5.18564 5.44402
0.0352509 0.0429988 0.143612 0.0153733 5.27009 5.41138
0.0351112 0.042887 0.143615 0.0154789 5.34499 5.38197
0.0349778 0.0427793 0.143622 0.0155761 5.41223 5.35551
0.0348503 0.0426756 0.143631 0.0156657 5.47302 5.33162
0.0347287 0.0425758 0.143641 0.0157484 5.52837 5.30999
0.0346131 0.0424799 0.143656 0.0158249 5.5811 5.2893
0.0345029 0.0423879 0.143674 0.0158961 5.63117 5.2703
0.0343978 0.0422995 0.143694 0.0159621 5.67861 5.25297
